epoch,step,train_loss,val_loss,lr,tokens_per_sec,elapsed_min
3,14150,0.454467,,0.00012681,911.3,683.45
3,14200,0.596359,,0.0001263,908.2,685.64
3,14250,0.658018,,0.00012579,896.1,687.86
3,14300,0.774916,,0.00012527,931.6,690.04
3,14350,0.42971,,0.00012476,909.2,692.25
3,14400,0.683357,,0.00012425,952.6,694.39
3,14450,0.544709,,0.00012373,952.0,696.57
3,14500,0.491631,,0.00012322,909.1,698.73
3,14550,0.733274,,0.0001227,892.8,700.93
3,14600,0.584659,,0.00012218,887.2,703.18
3,14650,0.768275,,0.00012167,919.6,705.4
3,14700,0.647849,,0.00012115,887.7,707.62
3,14750,0.650863,,0.00012063,941.0,709.77
3,14800,0.722655,,0.00012011,915.1,711.98
3,14850,0.629137,,0.00011959,877.2,714.29
3,14900,0.890549,,0.00011907,874.5,716.56
3,14950,0.454959,,0.00011855,944.1,718.79
3,15000,0.551071,,0.00011803,914.4,720.99
3,15000,,0.61152,0.00011803,914.4,727.25
3,15050,0.611249,,0.00011751,965.5,729.56
3,15100,0.325271,,0.00011699,925.6,731.74
3,15150,0.614546,,0.00011647,923.6,733.93
3,15200,0.656005,,0.00011594,900.5,736.15
3,15250,0.551595,,0.00011542,932.9,738.33
3,15300,0.482602,,0.00011489,888.4,740.62
3,15350,0.771653,,0.00011437,915.2,742.81
3,15400,0.683495,,0.00011385,912.1,745.03
3,15450,0.69427,,0.00011332,906.6,747.25
3,15500,0.577414,,0.0001128,917.8,749.41
3,15550,0.536927,,0.00011227,927.5,751.61
3,15600,0.358172,,0.00011174,898.4,753.87
3,15650,0.712011,,0.00011122,904.8,756.15
3,15700,0.694722,,0.00011069,937.6,758.35
3,15750,0.402272,,0.00011016,895.2,760.58
3,15800,0.562678,,0.00010964,946.0,762.72
3,15850,0.96616,,0.00010911,921.1,764.9
3,15900,0.543923,,0.00010858,926.6,767.12
3,15950,0.470571,,0.00010805,924.9,769.28
3,16000,0.666503,,0.00010752,898.2,771.51
3,16050,0.545375,,0.000107,947.3,773.7
3,16100,0.423923,,0.00010647,880.6,775.95
3,16150,0.524039,,0.00010594,878.1,778.19
3,16200,0.545313,,0.00010541,885.3,780.44
3,16250,0.667838,,0.00010488,879.9,782.7
3,16300,0.437138,,0.00010435,896.5,784.91
3,16350,0.455992,,0.00010382,883.6,787.17
3,16400,0.475884,,0.00010329,893.6,789.42
3,16450,0.590874,,0.00010276,894.1,791.65
3,16500,0.832862,,0.00010223,879.9,793.89
3,16500,,0.600315,0.00010223,879.9,800.25
3,16550,0.635587,,0.0001017,885.4,802.64
3,16600,0.667161,,0.00010117,887.6,804.86
3,16650,0.779444,,0.00010064,890.9,807.11
3,16700,0.747731,,0.00010011,901.1,809.31
3,16750,0.508214,,9.958e-05,948.9,811.52
3,16800,0.54519,,9.905e-05,931.1,813.73
3,16850,0.813122,,9.852e-05,885.3,815.99
3,16900,0.791995,,9.799e-05,879.1,818.24
3,16950,0.661548,,9.746e-05,869.2,820.51
3,17000,0.704805,,9.693e-05,919.6,822.68
3,17050,0.570278,,9.64e-05,889.5,824.93
3,17100,0.605946,,9.587e-05,908.9,827.15
3,17150,0.437162,,9.534e-05,933.1,829.32
3,17200,0.577438,,9.481e-05,887.0,831.55
3,17250,0.65,,9.428e-05,900.8,833.76
3,17300,0.631746,,9.376e-05,885.0,836.02
3,17350,0.684862,,9.323e-05,897.0,838.29
3,17400,0.606551,,9.27e-05,904.0,840.51
3,17450,0.575605,,9.217e-05,891.9,842.73
3,17500,0.73399,,9.164e-05,902.7,844.94
3,17550,0.668418,,9.111e-05,912.8,847.15
3,17600,0.560113,,9.059e-05,882.6,849.41
3,17650,0.504453,,9.006e-05,890.2,851.61
3,17700,0.584381,,8.953e-05,921.9,853.86
3,17750,0.672904,,8.9e-05,881.1,856.16
3,17800,0.7479,,8.848e-05,891.1,858.42
3,17850,0.710003,,8.795e-05,874.5,860.67
3,17900,0.823607,,8.743e-05,946.9,862.82
3,17950,0.657763,,8.69e-05,910.7,865.04
3,18000,0.57707,,8.637e-05,887.5,867.28
3,18000,,0.584029,8.637e-05,887.5,873.58
3,18050,0.68405,,8.585e-05,789.4,876.24
3,18100,0.425052,,8.533e-05,819.8,878.64
3,18150,0.566505,,8.48e-05,790.2,881.4
3,18200,0.623847,,8.428e-05,809.0,883.84
3,18250,0.73158,,8.375e-05,824.1,886.27
