step,mean_qed,mean_reward,mean_diversity,loss,mean_kl,validity
420,0.5016,0.5016,0.9268,-3.4912,1.9468,1.0000
421,0.4746,0.4746,0.9384,-2.4408,1.7169,1.0000
422,0.4323,0.4323,0.9231,-3.8570,1.2286,1.0000
423,0.4805,0.4805,0.9350,-2.0733,4.4133,1.0000
424,0.4962,0.4962,0.9287,-3.7473,1.6435,1.0000
425,0.4988,0.4988,0.9372,-3.0100,1.5391,1.0000
426,0.4674,0.4674,0.9313,-4.7333,0.0000,1.0000
427,0.4609,0.4609,0.9374,-2.9896,1.8861,1.0000
428,0.4671,0.4671,0.9315,-2.6303,4.8187,1.0000
429,0.4131,0.4131,0.9270,-2.6873,3.1922,1.0000
430,0.4168,0.4168,0.9390,-1.1680,1.2497,1.0000
431,0.4619,0.4619,0.9438,-1.2466,0.7635,1.0000
432,0.4172,0.4172,0.9348,-3.4213,1.5633,1.0000
433,0.4875,0.4875,0.9312,-5.4200,0.3266,1.0000
434,0.4620,0.4620,0.9333,-1.2397,0.8621,1.0000
435,0.4423,0.4423,0.9368,-2.5575,4.0020,1.0000
436,0.4777,0.4777,0.9306,-2.8501,2.9009,1.0000
437,0.3901,0.3901,0.9335,-0.6565,2.3068,1.0000
438,0.4851,0.4851,0.9354,-2.8589,0.8766,1.0000
439,0.4041,0.4041,0.9399,-2.0579,1.2628,1.0000
440,0.4536,0.4536,0.9341,-0.1051,1.4731,1.0000
441,0.4661,0.4661,0.9444,-2.9575,0.2383,1.0000
442,0.4417,0.4417,0.9354,0.1616,0.3288,1.0000
443,0.4230,0.4230,0.9348,-0.6676,2.4480,1.0000
444,0.4333,0.4333,0.9345,-3.6835,3.4578,1.0000
445,0.4463,0.4463,0.9343,-0.1876,0.9137,1.0000
446,0.4739,0.4739,0.9364,-1.9461,1.1677,1.0000
447,0.3900,0.3900,0.9402,-1.5226,2.4186,1.0000
448,0.3906,0.3906,0.9464,-2.9679,3.0898,1.0000
449,0.4213,0.4213,0.9383,-1.4338,0.8881,1.0000
450,0.4359,0.4359,0.9420,-3.1902,2.2806,1.0000
451,0.4671,0.4671,0.9371,-2.3916,0.0123,1.0000
452,0.4181,0.4181,0.9364,-2.1115,1.4416,1.0000
453,0.4286,0.4286,0.9369,-1.8683,0.2503,1.0000
454,0.4584,0.4584,0.9402,-0.7303,0.5813,1.0000
455,0.4024,0.4024,0.9380,-3.1598,0.7071,1.0000
456,0.4388,0.4388,0.9371,-2.9967,0.8349,1.0000
457,0.4191,0.4191,0.9337,-2.6766,0.0000,1.0000
458,0.4341,0.4341,0.9358,-4.4568,0.3115,1.0000
459,0.4031,0.4031,0.9329,-2.6738,0.5144,1.0000
460,0.3688,0.3688,0.9404,-2.2731,0.9166,1.0000
461,0.4616,0.4616,0.9281,-2.9487,1.2232,1.0000
462,0.3621,0.3621,0.9315,0.1067,0.1732,1.0000
463,0.4185,0.4185,0.9311,-1.0527,2.3064,1.0000
464,0.4360,0.4360,0.9512,-2.2964,0.0000,1.0000
465,0.4116,0.4116,0.9301,-2.7126,1.1555,1.0000
466,0.4206,0.4206,0.9401,-0.9836,1.0568,1.0000
467,0.3587,0.3587,0.9411,-3.8075,0.0000,1.0000
468,0.3985,0.3985,0.9270,-3.1217,0.6415,1.0000
469,0.3535,0.3535,0.9428,-2.9505,1.5521,1.0000
470,0.3830,0.3830,0.9361,-3.1331,1.3123,1.0000
471,0.3861,0.3861,0.9445,2.0104,0.0000,1.0000
472,0.3841,0.3841,0.9381,-3.1095,0.0000,1.0000
473,0.3746,0.3746,0.9328,-0.1392,0.3586,1.0000
474,0.3426,0.3426,0.9450,0.1350,0.3544,1.0000
475,0.3596,0.3596,0.9338,-2.0251,1.1703,1.0000
476,0.3696,0.3696,0.9336,-2.6387,0.5165,1.0000
477,0.3971,0.3971,0.9304,-0.8773,1.5985,1.0000
478,0.3979,0.3979,0.9449,-1.2460,0.0703,1.0000
479,0.3660,0.3660,0.9305,-5.1527,0.6820,1.0000
480,0.3388,0.3388,0.9333,-4.8772,0.0000,1.0000
481,0.3444,0.3444,0.9321,-4.0268,0.0000,1.0000
482,0.3875,0.3875,0.9379,2.1326,1.1546,1.0000
483,0.3564,0.3564,0.9306,-2.2443,0.1836,1.0000
484,0.3893,0.3893,0.9260,0.4492,0.3378,1.0000
485,0.3993,0.3993,0.9380,0.5213,0.4272,1.0000
486,0.4092,0.4092,0.9351,-0.2031,0.0050,1.0000
487,0.3621,0.3621,0.9283,-0.2329,0.5554,1.0000
488,0.3709,0.3709,0.9346,-3.1923,0.1750,1.0000
489,0.3877,0.3877,0.9220,-0.3319,0.0000,1.0000
490,0.3053,0.3053,0.9298,-1.0650,0.1825,1.0000
491,0.4535,0.4535,0.9308,0.3293,0.0000,1.0000
492,0.3404,0.3404,0.9338,0.8865,0.3103,1.0000
493,0.2682,0.2682,0.9322,-2.5698,0.0000,1.0000
494,0.3492,0.3492,0.9392,-1.1563,0.4708,1.0000
495,0.3637,0.3637,0.9341,-4.9197,0.0000,1.0000
496,0.3186,0.3186,0.9382,-0.7381,0.0000,1.0000
497,0.3684,0.3684,0.9426,-3.4857,0.1548,1.0000
498,0.3943,0.3943,0.9413,-0.2512,2.2237,1.0000
499,0.4345,0.4345,0.9424,0.4719,2.2155,1.0000
500,0.4248,0.4248,0.9404,0.4770,3.0868,1.0000
